Scenario,activity,parameter,param default,param plus 20,param minus 20,lca default,lca plus 20,lca minus 20,sensitivity ratio
138,"ammonia production, liquid, bio-ammonia from biomethane w/ CCS, syngas w/ CCS, heating w/ CCS",market group for municipal solid waste,-0.000195235049568276,-0.0002342820594819312,-0.00015618803965462082,-1.1767840127127882,-1.1767394612924518,-1.1768285641280811,-0.00018929309598612377
137,"ammonia production, liquid, bio-ammonia from biomethane w/ CCS, syngas w/ CCS, heating w/ CCS",market for tap water,0.703822353693636,0.8445868244323632,0.5630578829549088,-1.1767840127127882,-1.1767390076494795,-1.1768290177758332,-0.00019122057527401015
131,"carbon dioxide capture, chemical absorption, with transport and storage, 200 km pipeline sotage 1000m","treatment of spent solvent mixture, hazardous waste incineration",-0.000227,-0.00027239999999999995,-0.0001816,-1.1767840127127882,-1.1767377812623294,-1.176830244156193,-0.00019643131803455277
43,"anaerobic digestion of sequential crop, with biogenic carbon uptake","Carbon monoxide, non-fossil",0.00027043536960000004,0.00032452244352,0.00021634829568000004,-1.1767840127127882,-1.1767361637758316,-1.1768318616497448,-0.00020330381973127066
39,"anaerobic digestion of sequential crop, with biogenic carbon uptake",market for gas boiler,1.479295218083755e-06,1.775154261700506e-06,1.183436174467004e-06,-1.1767840127127882,-1.1767295565283638,-1.1768384688951583,-0.00023137713806861826
110,"anaerobic digestion of agricultural residues, with biogenic carbon uptake","Carbon monoxide, non-fossil",0.00027043536960000004,0.00032452244352,0.00021634829568000004,-1.1767840127127882,-1.1767293282134093,-1.1768386972121672,-0.0002323472225497541
18,"heat production, at industrial furnace >100kW, biomethane w/ CCS, heating w/ CCS",Dinitrogen monoxide,1.05263157894737e-07,1.263157894736844e-07,8.42105263157896e-08,-1.1767840127127882,-1.176726786237101,-1.1768412391884753,-0.0002431477444839517
106,"anaerobic digestion of agricultural residues, with biogenic carbon uptake",market for gas boiler,1.479295218083755e-06,1.775154261700506e-06,1.183436174467004e-06,-1.1767840127127882,-1.1767217770734124,-1.1768462483503297,-0.0002644310161691092
61,"anaerobic digestion of animal manure, with biogenic carbon uptake","Carbon monoxide, non-fossil",0.00027043536960000004,0.00032452244352,0.00021634829568000004,-1.1767840127127882,-1.176711100044845,-1.1768569253807315,-0.00030979630567554194
13,"heat production, at industrial furnace >100kW, biomethane w/ CCS, heating w/ CCS","industrial furnace production, natural gas",2.94736842105264e-09,3.536842105263168e-09,2.3578947368421123e-09,-1.1767840127127882,-1.176705403138839,-1.1768626222871892,-0.00033400170857960987
57,"anaerobic digestion of animal manure, with biogenic carbon uptake",market for gas boiler,1.479295218083755e-06,1.775154261700506e-06,1.183436174467004e-06,-1.1767840127127882,-1.1767010318592876,-1.1768669935654104,-0.00035257469580191687
34,"biogas upgrading to biomethane, chemical scrubbing w/ CCS","Carbon dioxide, non-fossil",0.0014929351278947373,0.0017915221534736845,0.00119434810231579,-1.1767840127127882,-1.1766994883225146,-1.1768685371030618,-0.00035913298175580736
101,"carbon dioxide transport and storage, 200 km pipeline, storage 1000m","pipeline for carbon dioxide transport, supercritical, 200km w/o recompression",1.25334e-10,1.504008e-10,1.002672e-10,-1.1767840127127882,-1.176696140425287,-1.1768718849990696,-0.0003733577527483773
123,"carbon dioxide capture, chemical absorption, with transport and storage, 200 km pipeline sotage 1000m",market for monoethanolamine,0.000284,0.0003408,0.00022720000000000002,-1.1767840127127882,-1.1766906490056839,-1.1768773764178644,-0.0003966900683627899
118,"biogas upgrading to biomethane, pressure swing adsorption w/ CCS","carbon dioxide transport and storage, 200 km pipeline, storage 1000m",1.3853613625263164,1.6624336350315796,1.1082890900210531,-1.1767840127127882,-1.1766667994865876,-1.1769012259371732,-0.0004980235286447462
17,"heat production, at industrial furnace >100kW, biomethane w/ CCS, heating w/ CCS","Methane, non-fossil",2.8260908749698655e-06,3.3913090499638385e-06,2.2608726999758925e-06,-1.1767840127127882,-1.1766163021815754,-1.1769517232440005,-0.0007125799186630088
117,"biogas upgrading to biomethane, pressure swing adsorption w/ CCS","chemical factory construction, organics",5.4e-11,6.48e-11,4.3200000000000003e-11,-1.1767840127127882,-1.176614064526754,-1.1769539608996946,-0.0007220874206072043
68,"biogas upgrading to biomethane, membrane w/ CCS","carbon dioxide transport and storage, 200 km pipeline, storage 1000m",1.4168895781052637,1.7002674937263165,1.133511662484211,-1.1767840127127882,-1.176564231282352,-1.1770037941426148,-0.0009338222977073635
44,"anaerobic digestion of sequential crop, with biogenic carbon uptake",Dinitrogen monoxide,1.4084597223000001e-05,1.69015166676e-05,1.1267677778400001e-05,-1.1767840127127882,-1.1765108998435803,-1.177057125581996,-0.0011604205455606152
95,"biogas upgrading to biomethane, water scrubbing w/ CCS","carbon dioxide transport and storage, 200 km pipeline, storage 1000m",1.4160127900000006,1.6992153480000007,1.1328102320000004,-1.1767840127127882,-1.1764844962272965,-1.1770835291970023,-0.0012726060246283984
33,"biogas upgrading to biomethane, chemical scrubbing w/ CCS","carbon dioxide transport and storage, 200 km pipeline, storage 1000m",1.476512841487895,1.771815409785474,1.181210273190316,-1.1767840127127882,-1.1764821096355813,-1.1770859157902662,-0.0012827463412189556
67,"biogas upgrading to biomethane, membrane w/ CCS","chemical factory construction, organics",5.4e-11,6.48e-11,4.3200000000000003e-11,-1.1767840127127882,-1.1764724410344585,-1.177095584391577,-0.0013238269520715485
111,"anaerobic digestion of agricultural residues, with biogenic carbon uptake",Dinitrogen monoxide,1.4084597223000001e-05,1.69015166676e-05,1.1267677778400001e-05,-1.1767840127127882,-1.176471883719408,-1.1770961417061683,-0.0013261949092112555
121,"carbon dioxide capture, chemical absorption, with transport and storage, 200 km pipeline sotage 1000m","carbon dioxide transport and storage, 200 km pipeline, storage 1000m",1.0,1.2,0.8,-1.1767840127127882,-1.1764139767274648,-1.177154048697396,-0.001572234075956372
62,"anaerobic digestion of animal manure, with biogenic carbon uptake",Dinitrogen monoxide,1.4084597223000001e-05,1.69015166676e-05,1.1267677778400001e-05,-1.1767840127127882,-1.176367840709599,-1.1772001847159772,-0.001768259930000771
32,"biogas upgrading to biomethane, chemical scrubbing w/ CCS","chemical factory construction, organics",5.53e-11,6.635999999999999e-11,4.424e-11,-1.1767840127127882,-1.1763634171669488,-1.1772046082596552,-0.0017870549812434497
94,"biogas upgrading to biomethane, water scrubbing w/ CCS","chemical factory construction, organics",5.53e-11,6.635999999999999e-11,4.424e-11,-1.1767840127127882,-1.176348913887322,-1.1772191115384305,-0.0018486775009427803
69,"biogas upgrading to biomethane, membrane w/ CCS","Carbon dioxide, non-fossil",0.014759266438596498,0.017711119726315797,0.011807413150877199,-1.1767840127127882,-1.1761500983952922,-1.1774179270302843,-0.0026934182936200336
12,"heat production, at industrial furnace >100kW, biomethane w/ CCS, heating w/ CCS","market group for electricity, low voltage",0.00116842105263158,0.0014021052631578961,0.0009347368421052641,-1.1767840127127882,-1.1759271703468348,-1.1776408550761737,-0.003640610151960636
103,"anaerobic digestion of agricultural residues, with biogenic carbon uptake",agricultural residues collection,3.7587555322152353,4.510506638658282,3.0070044257721884,-1.1767840127127882,-1.1758689842712762,-1.1776990411517132,-0.00388783510964403
